Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,1.0,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1,Male,50.0 - 75.0,2,1,Sales Representative,1,Married,0.0 - 5000.0,13500.0 - 20249.0,3,Y,False,6.0 - 12.0,3,1,80,0,6,2,3,3,2,2,2
48,0.0,Travel_Rarely,1221,Sales,7,3,Marketing,1,3,Male,75.0 - 100.0,3,2,Sales Executive,1,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,6.0 - 12.0,3,1,80,3,15,3,3,2,2,2,2
44,0.0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,1,Male,50.0 - 75.0,4,1,Laboratory Technician,4,Married,0.0 - 5000.0,0.0 - 6750.0,2,Y,True,19.0 - 25.0,4,3,80,1,10,2,2,3,2,0,2
31,0.0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1,Female,75.0 - 100.0,3,4,Research Director,2,Single,14999.0 - 19999.0,6750.0 - 13500.0,3,Y,False,6.0 - 12.0,3,3,80,0,9,3,4,3,2,1,0
33,0.0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,2,Male,50.0 - 75.0,3,2,Sales Executive,4,Married,5000.0 - 10000.0,13500.0 - 20249.0,6,Y,False,12.0 - 19.0,3,1,80,0,8,2,4,5,4,1,2
30,0.0,Non-Travel,641,Sales,25,2,Technical Degree,1,4,Female,75.0 - 100.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,0.0 - 6750.0,7,Y,True,6.0 - 12.0,3,2,80,1,4,2,4,2,2,2,2
37,0.0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,2,Female,50.0 - 75.0,3,2,Manufacturing Director,2,Married,5000.0 - 10000.0,13500.0 - 20249.0,6,Y,False,6.0 - 12.0,3,2,80,1,8,2,2,6,5,4,3
29,0.0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,3,Male,50.0 - 75.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,1,80,0,6,1,3,6,5,1,5
24,1.0,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,1,Female,50.0 - 75.0,3,1,Laboratory Technician,3,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,4,80,1,6,4,3,6,3,1,2
51,0.0,Travel_Rarely,632,Sales,21,4,Marketing,1,3,Male,50.0 - 75.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,6750.0 - 13500.0,0,Y,True,19.0 - 25.0,4,4,80,0,11,2,1,10,7,1,0
45,0.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1,Female,75.0 - 100.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,13500.0 - 20249.0,4,Y,True,12.0 - 19.0,3,3,80,1,7,2,2,3,2,0,2
44,1.0,Travel_Rarely,621,Research & Development,15,3,Medical,1,1,Female,50.0 - 75.0,3,3,Healthcare Representative,4,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,4,80,1,10,2,3,10,7,0,5
40,0.0,Travel_Frequently,791,Research & Development,2,2,Medical,1,3,Female,25.0 - 50.0,4,2,Healthcare Representative,2,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,19.0 - 25.0,4,4,80,1,8,2,3,8,7,3,7
34,0.0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,2,Male,25.0 - 50.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,4,80,1,10,4,2,10,9,8,8
56,0.0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1,Female,75.0 - 100.0,3,1,Research Scientist,1,Married,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,19.0 - 25.0,4,4,80,1,5,3,4,3,2,1,0
33,0.0,Travel_Rarely,924,Research & Development,2,3,Medical,1,3,Male,75.0 - 100.0,3,1,Laboratory Technician,4,Single,0.0 - 5000.0,0.0 - 6750.0,4,Y,False,6.0 - 12.0,3,4,80,0,7,3,3,1,1,0,0
55,0.0,Non-Travel,177,Research & Development,8,1,Medical,1,4,Male,25.0 - 50.0,2,4,Healthcare Representative,2,Divorced,10000.0 - 14999.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,4,80,1,34,3,3,33,9,15,0
46,0.0,Travel_Rarely,406,Sales,3,1,Marketing,1,1,Male,50.0 - 75.0,3,4,Manager,3,Married,14999.0 - 19999.0,13500.0 - 20249.0,3,Y,False,6.0 - 12.0,3,4,80,1,23,3,3,12,9,4,9
27,0.0,Non-Travel,210,Sales,1,1,Marketing,1,3,Male,50.0 - 75.0,3,2,Sales Executive,2,Married,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,True,12.0 - 19.0,3,4,80,1,6,0,3,5,4,1,4
45,0.0,Travel_Frequently,364,Research & Development,25,3,Medical,1,2,Female,75.0 - 100.0,3,5,Manager,2,Single,14999.0 - 19999.0,6750.0 - 13500.0,3,Y,False,19.0 - 25.0,4,3,80,0,22,4,3,0,0,0,0
55,0.0,Travel_Rarely,1136,Research & Development,1,4,Medical,1,2,Male,75.0 - 100.0,4,4,Research Director,4,Divorced,10000.0 - 14999.0,6750.0 - 13500.0,2,Y,False,12.0 - 19.0,3,4,80,2,31,4,4,7,7,0,0
27,0.0,Travel_Rarely,1291,Sales,11,3,Medical,1,3,Female,75.0 - 100.0,4,1,Sales Representative,4,Married,0.0 - 5000.0,0.0 - 6750.0,8,Y,False,12.0 - 19.0,3,2,80,1,5,4,3,1,0,0,0
28,0.0,Travel_Rarely,760,Sales,2,4,Marketing,1,2,Female,75.0 - 100.0,3,2,Sales Executive,2,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,19.0 - 25.0,4,1,80,0,8,2,3,8,7,7,5
42,0.0,Travel_Rarely,462,Sales,14,2,Medical,1,3,Female,50.0 - 75.0,2,2,Sales Executive,3,Single,5000.0 - 10000.0,6750.0 - 13500.0,7,Y,False,12.0 - 19.0,3,1,80,0,10,6,3,5,4,0,3
29,1.0,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,3,Male,75.0 - 100.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,13500.0 - 20249.0,0,Y,False,12.0 - 19.0,3,4,80,0,7,1,2,6,2,1,5
29,0.0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,2,Female,50.0 - 75.0,1,1,Research Scientist,4,Married,0.0 - 5000.0,20249.0 - 26999.0,0,Y,True,12.0 - 19.0,3,1,80,1,6,2,2,5,4,1,3
47,0.0,Travel_Rarely,703,Sales,14,4,Marketing,1,4,Male,25.0 - 50.0,3,2,Sales Executive,1,Single,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,6.0 - 12.0,3,4,80,0,20,2,3,7,7,1,7
32,0.0,Travel_Frequently,116,Research & Development,13,3,Other,1,3,Female,75.0 - 100.0,2,1,Laboratory Technician,2,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,19.0 - 25.0,4,3,80,1,2,2,3,2,2,2,2
24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,1,Female,50.0 - 75.0,3,1,Sales Representative,2,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,2,80,0,6,4,3,5,3,1,4
34,0.0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,3,Female,75.0 - 100.0,3,2,Healthcare Representative,4,Single,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,4,80,0,14,2,4,14,11,4,11
37,0.0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,2,Female,50.0 - 75.0,3,3,Manufacturing Director,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,4,80,0,12,3,4,6,5,1,2
32,0.0,Non-Travel,976,Sales,26,4,Marketing,1,3,Male,75.0 - 100.0,3,2,Sales Executive,4,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,1,80,0,4,2,3,3,2,2,2
27,0.0,Travel_Rarely,1130,Sales,8,4,Marketing,1,2,Female,50.0 - 75.0,3,2,Sales Executive,2,Married,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,1,80,1,8,3,3,8,7,0,7
42,0.0,Travel_Rarely,269,Research & Development,2,3,Medical,1,4,Female,50.0 - 75.0,2,1,Laboratory Technician,1,Divorced,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,6.0 - 12.0,3,3,80,1,10,4,3,9,6,7,8
38,0.0,Travel_Rarely,243,Sales,7,4,Marketing,1,4,Female,25.0 - 50.0,2,2,Sales Executive,4,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,19.0 - 25.0,4,1,80,0,8,2,3,7,7,0,5
49,0.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,3,Female,75.0 - 100.0,2,4,Healthcare Representative,3,Single,10000.0 - 14999.0,13500.0 - 20249.0,7,Y,True,6.0 - 12.0,3,4,80,0,25,2,3,7,1,0,7
34,0.0,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male,50.0 - 75.0,4,2,Sales Executive,4,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,0,Y,False,6.0 - 12.0,3,4,80,1,16,2,2,15,1,0,9
40,0.0,Travel_Frequently,580,Sales,5,4,Life Sciences,1,4,Male,25.0 - 50.0,2,3,Sales Executive,1,Married,10000.0 - 14999.0,20249.0 - 26999.0,5,Y,True,19.0 - 25.0,4,3,80,1,20,2,3,18,13,1,12
38,0.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,4,Male,25.0 - 50.0,3,1,Laboratory Technician,4,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,True,19.0 - 25.0,4,3,80,1,1,3,3,1,0,0,0
27,0.0,Non-Travel,443,Research & Development,3,3,Medical,1,4,Male,25.0 - 50.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,3,80,3,0,6,2,0,0,0,0
38,0.0,Non-Travel,1327,Sales,2,2,Life Sciences,1,4,Male,25.0 - 50.0,2,2,Sales Executive,4,Married,5000.0 - 10000.0,13500.0 - 20249.0,3,Y,False,12.0 - 19.0,3,4,80,1,13,0,3,8,7,7,5
47,0.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,4,Male,25.0 - 50.0,3,5,Research Director,3,Married,14999.0 - 19999.0,13500.0 - 20249.0,4,Y,False,6.0 - 12.0,3,2,80,1,21,2,3,3,2,1,1
38,0.0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,4,Male,50.0 - 75.0,3,2,Manufacturing Director,4,Married,5000.0 - 10000.0,0.0 - 6750.0,3,Y,False,12.0 - 19.0,3,1,80,1,9,3,1,7,7,1,7
30,0.0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,1,Female,50.0 - 75.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,3,80,0,5,4,2,5,4,0,4
28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,3,Male,25.0 - 50.0,2,1,Research Scientist,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,4,80,1,3,2,3,3,1,0,2
27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,1,Female,50.0 - 75.0,2,1,Research Scientist,3,Divorced,0.0 - 5000.0,0.0 - 6750.0,0,Y,False,6.0 - 12.0,3,3,80,2,6,5,2,5,3,0,3
46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,4,Female,25.0 - 50.0,3,1,Human Resources,1,Single,0.0 - 5000.0,20249.0 - 26999.0,6,Y,False,6.0 - 12.0,3,3,80,0,10,3,4,7,6,5,7
40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female,75.0 - 100.0,4,4,Sales Executive,2,Single,10000.0 - 14999.0,13500.0 - 20249.0,4,Y,True,12.0 - 19.0,3,4,80,0,22,2,2,1,0,0,0
55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,1,4,Female,50.0 - 75.0,1,5,Manager,3,Married,14999.0 - 19999.0,6750.0 - 13500.0,4,Y,False,12.0 - 19.0,3,4,80,1,23,5,3,19,9,9,11
26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,1,Female,75.0 - 100.0,3,1,Research Scientist,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,19.0 - 25.0,4,2,80,2,3,3,1,3,2,0,2
35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,1,4,Male,25.0 - 50.0,2,1,Laboratory Technician,4,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,2,80,1,2,2,4,2,2,2,2
42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,3,Female,75.0 - 100.0,3,2,Healthcare Representative,4,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,2,80,2,10,4,3,10,2,2,2
40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,1,2,Female,75.0 - 100.0,2,2,Sales Executive,2,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,7,Y,False,6.0 - 12.0,3,2,80,1,7,2,4,5,1,1,3
19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,1,2,Female,75.0 - 100.0,3,1,Laboratory Technician,2,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,0,1,3,3,1,0,0,0
39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1,Female,50.0 - 75.0,2,1,Laboratory Technician,1,Single,0.0 - 5000.0,13500.0 - 20249.0,2,Y,True,19.0 - 25.0,4,2,80,0,11,2,4,1,0,0,0
49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,3,Male,25.0 - 50.0,3,3,Healthcare Representative,2,Divorced,10000.0 - 14999.0,20249.0 - 26999.0,3,Y,False,12.0 - 19.0,3,2,80,2,29,3,3,8,7,0,7
20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,4,Female,75.0 - 100.0,2,1,Research Scientist,2,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,4,80,0,1,0,4,1,0,0,0
32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,75.0 - 100.0,2,2,Sales Executive,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,3,80,1,13,3,2,13,8,4,8
36,0.0,Non-Travel,635,Sales,10,4,Medical,1,2,Male,25.0 - 50.0,3,3,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,0,10,3,2,10,3,9,7
43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male,75.0 - 100.0,3,4,Manager,4,Married,14999.0 - 19999.0,13500.0 - 20249.0,1,Y,True,6.0 - 12.0,3,4,80,2,25,3,4,25,12,4,12
26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,1,Female,50.0 - 75.0,1,1,Laboratory Technician,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,3,Y,False,12.0 - 19.0,3,1,80,1,5,2,3,2,2,2,0
27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male,75.0 - 100.0,3,1,Sales Representative,1,Divorced,0.0 - 5000.0,13500.0 - 20249.0,0,Y,False,6.0 - 12.0,3,2,80,1,5,3,3,4,3,0,2
42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,75.0 - 100.0,3,1,Laboratory Technician,3,Married,0.0 - 5000.0,6750.0 - 13500.0,4,Y,False,12.0 - 19.0,3,4,80,1,8,4,3,2,2,2,0
34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,75.0 - 100.0,1,2,Sales Executive,1,Single,0.0 - 5000.0,13500.0 - 20249.0,3,Y,False,12.0 - 19.0,3,4,80,0,15,2,3,13,9,3,12
55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,75.0 - 100.0,4,4,Sales Executive,3,Single,10000.0 - 14999.0,6750.0 - 13500.0,6,Y,True,12.0 - 19.0,3,3,80,0,24,2,2,19,7,3,8
42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,75.0 - 100.0,4,2,Laboratory Technician,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,2,Y,True,12.0 - 19.0,3,2,80,1,17,1,2,5,3,1,3
33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,25.0 - 50.0,3,2,Sales Executive,2,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,3,80,1,4,3,3,3,2,0,2
30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,50.0 - 75.0,3,1,Laboratory Technician,3,Divorced,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,19.0 - 25.0,4,2,80,1,1,2,3,1,0,0,0
35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,50.0 - 75.0,2,1,Laboratory Technician,3,Married,0.0 - 5000.0,13500.0 - 20249.0,6,Y,False,6.0 - 12.0,3,2,80,1,10,2,3,8,0,1,7
42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,25.0 - 50.0,3,2,Sales Executive,1,Single,5000.0 - 10000.0,0.0 - 6750.0,7,Y,False,12.0 - 19.0,3,4,80,0,9,3,4,6,4,1,5
40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,25.0 - 50.0,3,1,Research Scientist,2,Divorced,0.0 - 5000.0,20249.0 - 26999.0,8,Y,True,12.0 - 19.0,3,4,80,1,3,2,3,1,1,0,0
34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,50.0 - 75.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,False,19.0 - 25.0,4,3,80,0,6,5,3,6,5,1,4
50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,75.0 - 100.0,2,4,Manager,3,Married,14999.0 - 19999.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,2,80,1,28,2,3,27,10,15,7
45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,75.0 - 100.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,6750.0 - 13500.0,5,Y,False,12.0 - 19.0,3,2,80,0,9,2,2,6,5,0,3
21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,75.0 - 100.0,4,1,Sales Representative,2,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,4,80,0,1,0,3,1,0,0,0
37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,75.0 - 100.0,2,1,Research Scientist,1,Married,0.0 - 5000.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,1,80,1,17,2,2,3,1,0,2
33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,25.0 - 50.0,2,2,Sales Executive,4,Single,0.0 - 5000.0,0.0 - 6750.0,3,Y,False,12.0 - 19.0,3,3,80,0,9,6,2,7,7,0,1
47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,25.0 - 50.0,3,4,Manager,4,Married,14999.0 - 19999.0,6750.0 - 13500.0,1,Y,True,6.0 - 12.0,3,3,80,1,26,3,2,26,14,3,0
30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,50.0 - 75.0,2,1,Sales Representative,1,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,3,80,1,1,2,4,1,0,0,0
27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,50.0 - 75.0,3,3,Manufacturing Director,1,Married,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,4,80,0,9,3,3,9,7,0,7
50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,75.0 - 100.0,3,4,Manager,1,Divorced,14999.0 - 19999.0,0.0 - 6750.0,1,Y,False,6.0 - 12.0,3,4,80,1,31,3,3,31,6,14,7
29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,25.0 - 50.0,2,1,Laboratory Technician,1,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,6.0 - 12.0,3,4,80,1,1,1,3,1,0,0,0
36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,75.0 - 100.0,2,2,Sales Executive,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,4,Y,False,12.0 - 19.0,3,1,80,2,11,3,2,3,2,0,2
45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,50.0 - 75.0,3,3,Research Scientist,1,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,3,80,1,25,2,3,1,0,0,0
50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,25.0 - 50.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,20249.0 - 26999.0,3,Y,True,12.0 - 19.0,3,1,80,1,18,4,3,4,3,1,3
33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,75.0 - 100.0,4,2,Healthcare Representative,2,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,1,80,1,6,2,3,6,5,1,2
46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,50.0 - 75.0,3,2,Manufacturing Director,4,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,2,Y,False,6.0 - 12.0,3,3,80,1,12,3,2,6,3,1,4
54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,75.0 - 100.0,3,3,Human Resources,2,Married,10000.0 - 14999.0,0.0 - 6750.0,2,Y,False,12.0 - 19.0,3,3,80,1,16,1,4,9,7,7,1
47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,25.0 - 50.0,3,2,Sales Executive,4,Married,0.0 - 5000.0,13500.0 - 20249.0,0,Y,True,19.0 - 25.0,4,1,80,1,8,2,3,7,6,7,7
33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,25.0 - 50.0,3,2,Sales Executive,3,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,4,80,0,6,3,3,5,0,1,2
35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,50.0 - 75.0,2,3,Manufacturing Director,3,Married,10000.0 - 14999.0,20249.0 - 26999.0,1,Y,True,19.0 - 25.0,4,2,80,1,17,2,3,17,14,5,15
39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,50.0 - 75.0,3,2,Laboratory Technician,2,Single,5000.0 - 10000.0,6750.0 - 13500.0,9,Y,False,12.0 - 19.0,3,3,80,0,9,2,2,5,4,0,3
38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,75.0 - 100.0,3,2,Healthcare Representative,4,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,9,Y,False,12.0 - 19.0,3,2,80,1,10,2,3,2,2,1,2
54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,25.0 - 50.0,2,3,Sales Executive,3,Married,10000.0 - 14999.0,6750.0 - 13500.0,6,Y,False,6.0 - 12.0,3,2,80,1,13,4,3,9,4,7,0
37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,25.0 - 50.0,3,2,Manufacturing Director,2,Single,0.0 - 5000.0,20249.0 - 26999.0,2,Y,True,6.0 - 12.0,3,4,80,0,18,2,2,1,0,0,1
20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,75.0 - 100.0,2,1,Laboratory Technician,3,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,1,80,0,2,2,2,2,2,1,2
40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,50.0 - 75.0,2,2,Laboratory Technician,3,Single,5000.0 - 10000.0,6750.0 - 13500.0,6,Y,False,12.0 - 19.0,3,4,80,0,10,6,3,1,0,0,0
51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,75.0 - 100.0,3,5,Manager,2,Divorced,14999.0 - 19999.0,13500.0 - 20249.0,4,Y,True,19.0 - 25.0,4,1,80,1,31,5,2,29,10,11,10
34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male,50.0 - 75.0,1,2,Laboratory Technician,3,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,True,19.0 - 25.0,4,4,80,0,9,3,3,9,7,0,6
34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,4,Female,75.0 - 100.0,2,1,Laboratory Technician,2,Married,0.0 - 5000.0,0.0 - 6750.0,5,Y,False,12.0 - 19.0,3,1,80,1,7,2,2,5,4,0,2
42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,1,4,Male,50.0 - 75.0,3,3,Manufacturing Director,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,True,19.0 - 25.0,4,4,80,1,10,5,2,10,9,5,8
30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3,Male,50.0 - 75.0,3,1,Research Scientist,3,Divorced,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,2,80,2,1,2,2,1,0,0,0
50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female,50.0 - 75.0,3,5,Manager,2,Single,14999.0 - 19999.0,13500.0 - 20249.0,3,Y,False,12.0 - 19.0,3,2,80,0,21,5,3,5,4,4,4
31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,75.0 - 100.0,3,1,Research Scientist,2,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,2,80,0,1,4,3,1,1,1,0
41,0.0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,50.0 - 75.0,3,2,Research Scientist,4,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,3,Y,True,12.0 - 19.0,3,1,80,2,12,4,2,6,2,3,3
41,0.0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male,75.0 - 100.0,2,4,Manager,1,Divorced,14999.0 - 19999.0,6750.0 - 13500.0,4,Y,False,12.0 - 19.0,3,2,80,1,21,2,2,7,6,7,7
52,0.0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,50.0 - 75.0,3,4,Manager,4,Married,14999.0 - 19999.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,2,80,1,26,2,2,9,8,7,8
